#DEVICE_TYPE,DEVICE_ID,AIRCRAFT_MODEL,REGISTRATION,CN,TRACKED,IDENTIFIED
'F','3D4246','WT9','D-EXIS','IS','Y','Y'
'F','3D4312','Ka 4 Rhoenlerche II','D-4312','12','Y','Y'
'F','3D4419','Cessna 172P','D-EYAR','','N','Y'
'F','3D4740','Katana DV20','D-EZFS','','Y','Y'
'F','3D478A','DR400/180R','D-EZIO','','Y','Y'
'F','3D5E15','Arcus M','D-KALH','LH','Y','Y'
'F','3DE9EA','HpH 304MS','D-KXMG','OD','Y','Y'
'F','3DF93D','DG-1000 S','D-6310','KB','Y','Y'
'F','3E5241','ASW 24','D-5241','AX','Y','Y'
'F','3E5BF8','Ventus 3M','D-KAAI','AI','Y','Y'
'F','3E5C19','JS3 RES','D-KABP','AI','Y','Y'
'F','3E5C5F','Arcus M','D-KAEH','EH','Y','Y'
'F','3E5C76','ASH 26E','D-KAFE','NF','Y','Y'
'F','3E5C7D','Discus2t','D-KAFL','S6','Y','Y'
'F','3E5C84','Arcus M','D-KAFS','FS','Y','Y'
'F','3E5C8F','ASH 26 E','D-KAGD','GD','Y','Y'
'F','3E5C99','Motorfalke SF-25','D-KAGN','','Y','Y'
'F','3E5CB4','ASH-31 Mi','D-KAHO','PS','Y','Y'
'F','3E5CBC','Ventus cM','D-KAHW','HW','Y','Y'
'F','3E5CFF','Ventus 2cxT','D-KAKL','DM','Y','Y'
'F','3E5D00','DG 1000T','D-KAKM','KM','Y','Y'
'F','3E5D0A','Glider','D-KAKW','KW','Y','Y'
'F','3E5D15','Arcus M','D-KALH','LH','Y','Y'
'F','3E5D25','Arcus M','D-KBLG','LG','Y','Y'
'F','3E5D37','Arcus M','D-KAMP','MP','Y','Y'
'F','3E5D7A','ASG-29es','D-KAPE','KA','Y','Y'
'F','3E5D7D','ASH26-E','D-KAPH','TH','Y','Y'
'F','3E5D84','Samburo','D-KAPO','PO','Y','Y'
'F','3E5DB7','Ventus cM','D-KARN','CU2','Y','Y'
'F','3E5DC5','AS 33 Es','D-KASB','GPS','Y','Y'
'F','3E5E20','ASH26E','D-KAVO','VO','Y','Y'
'F','3E5E23','ASK16','D-KAVR','','Y','Y'
'F','3E5E8D','Antares 20E','D-KAZT','SF','Y','Y'
'F','3E5E9B','JS1 Revelation','D-KBAH','AS','Y','Y'
'F','3E5E9F','ASH25e','D-KBAL','AL','Y','Y'
'F','3E5EA8','ASH26E','D-KBAU','BAU','Y','Y'
'F','3E5EB7','LAK 17 C FES','D-KBBJ','BJ','Y','Y'
'F','3E5ECB','SR22','D-KBCD','CD','Y','Y'
'F','3E5EFD','ASH 26 E','D-KBEB','LF','Y','Y'
'F','3E5F16','ArcusM','D-KBFA','FA','Y','Y'
'F','3E5F24','Nimbus 4T','D-KBFO','EP','Y','Y'
'F','3E5F28','ASH26E','D-KBFS','FS','Y','Y'
'F','3E5F2D','Ventus cT 17.6m','D-KBFX','FX','Y','Y'
'F','3E5F55','Arcus M','D-KBHL','VB','Y','Y'
'F','3E5F9B','Discus bT','D-KBKD','N1','Y','Y'
'F','3E5FA0','Arcus M','D-KBKI','KI','Y','Y'
'F','3E5FC5','JS-MD 3 RES','D-KBLT','JV','Y','Y'
'F','3E606D','Discus 2c FES','D-KBSF','SF','Y','Y'
'F','3E606F','Dimension HK36 TC','D-KBSH','SH','Y','Y'
'F','3E6080','Arcus M','D-KBSY','KB','Y','Y'
'F','3E60A0','SF25C','D-KBUE','UE','Y','Y'
'F','3E60AA','SF-25','D-KBUO','','Y','Y'
'F','3E60BE','Duo Discus T WL','D-KBVI','B6','Y','Y'
'F','3E60D1','DG-800 LA','D-KBWB','WB','Y','Y'
'F','3E60D6','Ventus','D-KBWG','6B','Y','Y'
'F','3E6145','HpH 304TS','D-KCAN','ITZ','Y','Y'
'F','3E6151','Arcus M','D-KXYZ','AZ','N','Y'
'F','3E6152','ASH31MI','D-KCBA','BA','Y','Y'
'F','3E6182','HK36TTC','D-KCCW','','Y','Y'
'F','3E61BC','ASH 31 Mi','D-KCFC','FC','Y','Y'
'F','3E61C6','Ventus 2Cxm','F-VERO','PV','Y','Y'
'F','3E6208','Discus 2C','D-KCIA','IA','Y','Y'
'F','3E6273','DG','MD','MD','N','Y'
'F','3E62A5','Ventus 3M','D-KCOB','OB','Y','Y'
'F','3E6304','Ventus 2cxT','D-KCRS','RS','N','Y'
'F','3E637A','Antares 20E','D-KCWG','WG','Y','Y'
'F','3E63F9','Scheibe SF25E Falke','D-KDBD','BD','Y','Y'
'F','3E6436','HPH 304 MS Shark','D-KDDM','DM','Y','Y'
'F','3E6468','ASH26e','AC','AC','Y','Y'
'F','3E64BE','Discus2t','D-KDIS','S7','Y','Y'
'F','3E64F2','ASH 26E','D-KDKS','LP','Y','Y'
'F','3E64F3','ASH 26E','D-KDKS','FU','Y','Y'
'F','3E6515','ASH 31 Mi','D-MB','MB','Y','Y'
'F','3E65BE','Stemme S10VT','D-KDSO','S10','Y','Y'
'F','3E65E8','Arcus M','D-KDUE','1H','Y','Y'
'F','3E66A6','AS 33 Me','D-KEBM','6X','Y','Y'
'F','3E6701','DG400','D-KTDG','DG','Y','Y'
'F','3E6703','Ventus 3','D-KEFB','FB','Y','Y'
'F','3E672F','HpH 304 MS Shark','D-KEGT','TV','Y','Y'
'F','3E6740','Antares 20E','D-KEHK','HK','N','Y'
'F','3E6743','Ventus3M','2024','WG','Y','Y'
'F','3E677D','Discus 2c FES','D-KEJT','JT','Y','Y'
'F','3E67A5','Ventus CM','D-KELH','LH','Y','Y'
'F','3E67B9','DG-800 B','D-KEMB','','Y','Y'
'F','3E67F1','G109BT','D-KEOF','','Y','Y'
'F','3E6806','ASH-25e','D-KEPA','PA','Y','Y'
'F','3E6853','ASH26e','D-KERZ','RZ','Y','Y'
'F','3E685F','Duo Discus XLT','D-KESL','SL','Y','Y'
'F','3E686F','G 109B','D-KETB','TB','Y','Y'
'F','3E6880','ASG-32Mi','D-KETS','TS','Y','Y'
'F','3E68EF','Duo-Discus XLT','D-KEXZ','XZ','Y','Y'
'F','3E69B5','ASG32MI','D-KFFP','72','Y','Y'
'F','3E69C3','Nimbus4DM','D-KFGD','D1','N','Y'
'F','3E69CA','Ventus 3M','D-KFGK','GK','Y','Y'
'F','3E6A24','ASG32 El','D-KFJW','JW','Y','Y'
'F','3E6A5D','Discus 2cT','D-KFMB','MB','Y','Y'
'F','3E6A79','Duo Discus T','D-KFND','FND','Y','Y'
'F','3E6AAE','ASH31 Mi','D-KFPE','PE','Y','Y'
'F','3E6B4D','Arcus M','DKFVH','VH','Y','Y'
'F','3E6BC9','DG800B','D-KGAB','AB','Y','Y'
'F','3E6BD1','SF25','D-KGAJ','','Y','Y'
'F','3E6BDA','SF 25 C','D-KGAS','AS','Y','Y'
'F','3E6C07','Stemme S10-V','D-KGCL','CL','Y','Y'
'F','3E6C31','SF25C','D-KGEB','EB','Y','Y'
'F','3E6C5D','G109BT','D-KGFT','FT','Y','Y'
'F','3E6C84','ASH 31 Mi','D-KGHG','HG','Y','Y'
'F','3E6C8A','Stemme S 10-VT','D-KGHM','HM','Y','Y'
'F','3E6CD6','Arcus-M','D-KGKK','KK','Y','Y'
'F','3E6D12','ASK21Mi','D-KGHI','','Y','Y'
'F','3E6DB3','ASH 31 Mi','D-KGSX','SX','Y','Y'
'F','3E6DF9','Antares 20E','D-KGVP','GVP','Y','Y'
'F','3E6E71','Ventus3M','D-KHAF','AF','Y','Y'
'F','3E6E93','Arcus T','D-KHBN','','Y','Y'
'F','3E6EEF','HK-36 Super Dimona R','D-KHFB','FB','Y','Y'
'F','3E6F36','Ventus 3M','D-KHHU','HU','Y','Y'
'F','3E6F40','ASH-26E','D-KHIE','Hi','Y','Y'
'F','3E6F61','Stemme S12','D-KHJL','S12','Y','Y'
'F','3E6F78','Piccolo B','D-KHKI','KI','Y','Y'
'F','3E6FA4','Antares 18T','DKHMA','BT','Y','Y'
'F','3E7006','Ventus 2cm','D-KHPU','CC','Y','Y'
'F','3E7040','Ventus 3M','D-KHSA','AS','Y','Y'
'F','3E7045','Ventus CT','DKHSF','','Y','Y'
'F','3E7062','DG808C','D-KHTI','F2','Y','Y'
'F','3E70E7','DG-1000T','D-KHYL','YL','Y','Y'
'F','3E7112','SF25C','D-KIAC','AC','Y','Y'
'F','3E711C','SF25C','D-KIAM','','Y','Y'
'F','3E7132','Ventus','D KIBI','B1','Y','Y'
'F','3E714F','ASH26E','D-KICK','CK','Y','Y'
'F','3E7177','Ventus 3M','D-KIDZ','DZ','Y','Y'
'F','3E7179','Ventus cT','D-KIEB','EB','Y','Y'
'F','3E717C','SF-25','D-KIEE','','Y','Y'
'F','3E71AE','Ventus 2cxM','D-KIGC','IGC','Y','Y'
'F','3E71B5','ASK 21','D-1796','','Y','Y'
'F','3E71CD','DG-400','D-KIHH','HH','Y','Y'
'F','3E7209','HPH 304MS Shark','D-KIJP','iJP','Y','Y'
'F','3E723C','Stemme S10-VT','D-KILO','','Y','Y'
'F','3E7248','Ventus bT','D-KIMA','MA','Y','Y'
'F','3E728C','SF 25C','D-KIOQ','OQ','Y','Y'
'F','3E7297','Discus 2CT','DKIPB','PB','Y','Y'
'F','3E72CB','EB28 edition','D-KIRB','RB','Y','Y'
'F','3E72CF','DG-400','D-KIRF','PD','Y','Y'
'F','3E7309','Ventus cT','D-KITL','TL','Y','Y'
'F','3E744A','Ventus 3M','D-KJFU','JF','Y','Y'
'F','3E74A4','ASH 31 Mi','D-KJJG','PG','Y','Y'
'F','3E74FD','Arcus M','D-KJMR','MR','Y','Y'
'F','3E7532','DG-800B','D-KJOS','HP','N','Y'
'F','3E7657','ASW20BL-J','D-KJZZ','ZZ','Y','Y'
'F','3E765A','Ventus 2cM','D-KKAC','AC','Y','Y'
'F','3E7676','DG-808C','D-KKBE','BE','Y','Y'
'F','3E7688','EB28','D-KKBW','3i','Y','Y'
'F','3E76B0','Ventus 3M','D-KKDK','DK','Y','Y'
'F','3E7713','TWIN III SL 20m','D-KKHF','3T','Y','Y'
'F','3E7721','Arcus M','D-KKHT','1G','Y','Y'
'F','3E7733','VentuscM','D-KKIL','GW','Y','Y'
'F','3E773A','DG800b/18m','D-KKIS','IS','Y','Y'
'F','3E7763','Discus 2T','D-KKKH','KH','Y','Y'
'F','3E7770','V3M','D-KKKU','C8','Y','Y'
'F','3E7772','Ventus 2CT','D-KKKW','KW','Y','Y'
'F','3E777D','Ventus cM','D-KKLH','LH','Y','Y'
'F','3E7794','Ventus2cxM','D-KKME','M1','Y','Y'
'F','3E779E','Ventus 2cxt','D-KKMO','MO','Y','Y'
'F','3E782B','ASG 29 Es','D-KKRZ','RZ','N','Y'
'F','3E7872','DG-808C','D-KKUS','US','Y','Y'
'F','3E78B8','Arcus M','D-KKXK','N3','Y','Y'
'F','3E78B9','Ventus2cM','D-KKXL','XL','Y','Y'
'F','3E7902','AS33','D-KLAG','AG','Y','Y'
'F','3E7908','Fournier RF-5','D-KLAM','RF5','Y','Y'
'F','3E795D','Scheibe SF25C','D-KLDT','','Y','Y'
'F','3E797E','Motor Glider','D-KLFA','','Y','Y'
'F','3E79BD','ASW22 BLE','D-KLHL','5B','Y','Y'
'F','3E79F5','ASH 25E','D-KLJP','JP','Y','Y'
'F','3E7A06','ASH 26 E','D-KLKG','FH','Y','Y'
'F','3E7A33','LS-9','D-KLLZ','87','Y','Y'
'F','3E7A41','H36 Super Dimona','D-KLMN','','Y','Y'
'F','3E7A9B','EB 29D','DKLPZ','LPZ','Y','Y'
'F','3E7ABD','VENTUS 3M','D-KLRH','8R','N','Y'
'F','3E7AD0','ASG32Mi','D-KLSA','32','Y','Y'
'F','3E7B26','G109b','D-KLVI','','Y','Y'
'F','3E7B52','JS3 RES','D-KLXA','XA','Y','Y'
'F','3E7B98','AS 33 Me','D-KLZS','S2','Y','Y'
'F','3E7BEA','DG800B','D-Kxxx','DH','Y','Y'
'F','3E7C22','Ventus 3M','D-KMFA','FA','Y','Y'
'F','3E7C48','Ventus 3M','D-KMGM','GM','Y','Y'
'F','3E7C61','AS34Me','D-KMHL','HL','Y','Y'
'F','3E7C67','ASH31 Mi','D-KMHR','BK','Y','Y'
'F','3E7C6A','DG808C','D-KMHU','HU','Y','Y'
'F','3E7C82','HK36 TTC','D-KMIS','','Y','Y'
'F','3E7C97','Glider','D-KMJN','J2','Y','Y'
'F','3E7D08','DG 400','D-KMNW','PMe','Y','Y'
'F','3E7D13','HPH 304 TwinShark','D-KMOH','HO','Y','Y'
'F','3E7DA9','Ventus 2cxt','D-KMUB','4S','N','Y'
'F','3E7E5A','SF-25','D-KNAW','','Y','Y'
'F','3E7E84','Ventus 3M','D-KNCM','CM','Y','Y'
'F','3E7EA4','Discus 2T','D-KNDS','TH','Y','Y'
'F','3E7EBE','Grob G109b','D-KNES','','Y','Y'
'F','3E7EC2','DG1001M','D-KNEW','EW','Y','Y'
'F','3E7F75','StemmeS12','D-KNLT','S 12','Y','Y'
'F','3E7FB4','DG-808B','D-KNOE','OE','Y','Y'
'F','3EC157','Valentin Taifun 17E II','D-KOEH','','Y','Y'
'F','3EC1C0','SF-25 C','D-KOII','','Y','Y'
'F','3EC207','Antares 18T','D-KOLB','ZT','Y','Y'
'F','3EC233','Glider','D-KOMT','SM','Y','Y'
'F','3EC251','ASW 22 BLE','D-KONX','NX','Y','Y'
'F','3EC259','Arcus M','D-KOOF','M2','Y','Y'
'F','3EC2B4','Antares 23E','D-KORS','RS','Y','Y'
'F','3EC2B6','Glider','D-KORU','RU','N','Y'
'F','3EC2D4','Ventus ct','D-KOSY','SY','Y','Y'
'F','3EC2EF','Ventus 2cxm','D-KOTZ','TZ','Y','Y'
'F','3EC325','EB29DR','D-KOWB','JKW','Y','Y'
'F','3EC3AC','Arcus M','D-KPBG','BG','Y','Y'
'F','3EC3C7','SF25c','D-KPCH','','Y','Y'
'F','3EC407','ASH31Mi','D-KPET','S7','Y','Y'
'F','3EC40D','Ventus 2cxT','D-KPEZ','EZ','Y','Y'
'F','3EC498','Arcus M','D-KPKI','KI','Y','Y'
'F','3EC4B1','ASH31MI','D-KSKL','Aufwind','N','Y'
'F','3EC56C','ASG 29E','D-KPSM','EA','Y','Y'
'F','3EC70D','Quintus M','D-KQIN','V','Y','Y'
'F','3EC8E0','SF 25 c','D-KRAM','','Y','Y'
'F','3EC8EF','ASG29E','D-KRBB','BP','Y','Y'
'F','3EC93E','DG 808C Competition','D-KREC','KF','Y','Y'
'F','3EC98B','Ventus2cxm','D - KRHB','','Y','Y'
'F','3EC9A7','CARAT','D-KRID','','Y','Y'
'F','3ECA4C','Discus 2cFES','D-KROM','RM','Y','Y'
'F','3ECA66','LS6b','D-6993','FX','Y','Y'
'F','3ECA6D','Arcus M','D-KRPT','PT','Y','Y'
'F','3ECAAE','Ventus 2cxM','D-KRSG','8G','Y','Y'
'F','3ECAE9','AS33Es','D-KRUN','2U','Y','Y'
'F','3ECBC9','Duo Discus XLT','D-KSDD','DD','Y','Y'
'F','3ECC4C','S10V','D-KSIE','','Y','Y'
'F','3ECD41','Antares 20E','D-KSRP','VI','Y','Y'
'F','3ECD64','Ventus 3M','D-KSSY','S3','Y','Y'
'F','3ECE14','Arcus M','D-KSZS','AAA','Y','Y'
'F','3ECE26','ASG 29E','DKTAK','VH','Y','Y'
'F','3ECE66','DG-800','D-KTCW','CW','Y','Y'
'F','3ECE84','JS-MD3 Jet','D-KTEA','EA','Y','Y'
'F','3ECE85','ASG 32 Mi','D-KTEB','EB','Y','Y'
'F','3ECF3D','HPH 304S Shark','D-KTLD','LD','Y','Y'
'F','3ECF95','DG1001M','D-KTON','','Y','Y'
'F','3ED055','JS1C','D-KTVX','VX','Y','Y'
'F','3ED0C1','ASH31MI','D-KUAB','AB','Y','Y'
'F','3ED0EB','Nimbus 4M','D-KUBR','ET','Y','Y'
'F','3ED151','Ventus 2CM','D-KCAS','','Y','Y'
'F','3ED16E','DG1001M','D.KUGS','JK','Y','Y'
'F','3ED172','Ventus3MP','D-KUGW','GW','Y','Y'
'F','3ED207','AS33ME','D-KUMP','XZ','Y','Y'
'F','3ED23E','ASW-20','D-9576','MP','Y','Y'
'F','3ED24B','DG1001M','D-KUPF','4PF','Y','Y'
'F','3ED2DC','V2cxM','D-KUUU','C7','Y','Y'
'F','3ED303','AS33 Es','D-KUWH','MAX','Y','Y'
'F','3ED380','ASH 31 Mi','D-KVBC','','Y','Y'
'F','3ED454','AS33','D-KVJG','JG','Y','Y'
'F','3ED4AA','Quintus','D-KVMO','MO','Y','Y'
'F','3ED4DB','H36 Dimona','EC-DVJ','','Y','Y'
'F','3ED608','ARCUS M','D-KWAA','8T','Y','Y'
'F','3ED60D','ARCUS M','D-KWAF','C2B','Y','Y'
'F','3ED617','DG 808 B','D-KWAP','30','Y','Y'
'F','3ED61B','AS34Me','D-KWAT','KWAT','Y','Y'
'F','3ED621','ASW-15','D-0758','58','Y','Y'
'F','3ED67C','RF4','D-KWEM','EM','Y','Y'
'F','3ED69C','Duo Discus XT','D-KWFS','WK','Y','Y'
'F','3ED6BC','Ventus 3M','D-KWGY','88','Y','Y'
'F','3ED6C8','Ventus 3T','D-KWHK','K1','Y','Y'
'F','3ED6D4','Ventus3M','D-KWHW','WH','Y','Y'
'F','3ED6DE','Ventus3M','D-KWIG','3M','Y','Y'
'F','3ED6E7','Arcus M-20','D-KWIP','KWI','Y','Y'
'F','3ED6E9','ASH 31 Mi','D-KWIR','IR','Y','Y'
'F','3ED741','ASH31','WMB','WMB','Y','Y'
'F','3ED747','ASG32Mi','D-KWMH','MH','Y','Y'
'F','3ED75A','Glider Vents 3 FES','D-KWNA','57','Y','Y'
'F','3ED770','Schempp-Hirth Discus bT','D-KWNW','NW','Y','Y'
'F','3ED77E','ASH26E','D-KWOK','WOK','Y','Y'
'F','3ED7F8','Ventus 3M','D-KTWC','WITCH','Y','Y'
'F','3ED849','Super Dimona','D-KWWF','','Y','Y'
'F','3ED88F','Arcus M','D-KWYX','YX','Y','Y'
'F','3ED8D8','DG808C','D-KXBS','KN2','Y','Y'
'F','3ED8DE','Stemme S12','D-KXBY','BY','Y','Y'
'F','3ED939','DG-808B','D-KXFL','','Y','Y'
'F','3ED99C','Ventus 3M','D-KXJG','JG','Y','Y'
'F','3ED9E4','JS3 RES','D-KXMA','AX²','Y','Y'
'F','3EDA2D','Arcus M','D-KXOV','OV','Y','Y'
'F','3EDA3C','Powered Sailplane','D-KXPK','PK','Y','Y'
'F','3EDAA9','Ventus 3M','D-KXTP','TP','Y','Y'
'F','3EDAFB','ASH31MI','D-KXWT','WT','Y','Y'
'F','3EDB35','Ventus 2 cxm','D-KXYZ','','Y','Y'
'F','3EDB82','Discus 2cT','D-KYBY','BY','Y','Y'
'F','3EDC28','AS33 Me','D-KYII','11','Y','Y'
'F','3EDC2C','Ventus 3M','D-KYIM','IM','Y','Y'
'F','3EDC7C','Ventus2 cM','D-KYLO','LO','Y','Y'
'F','3EDC86','Ventus 3TS','D-KYLY','9','Y','Y'
'F','3EDCD4','DG-808C Competition','D-KYOY','OY','Y','Y'
'F','3EDDD7','Arcus M','D-KYYX','12','Y','Y'
'F','3EDEC0','Ventus 3M','D-KZHW','HW','Y','Y'
'F','3EE09B','glider','D-3223','BZ','Y','Y'
'F','3EE1FC','DG-300','D-0357','PL','Y','Y'
'F','3EE227','DuoDiscus','D-0400','6V','Y','Y'
'F','3EE28F','Cirrus VTC 17,74','D-0504','BC','Y','Y'
'F','3EE32C','LS6-18w','D-0661','MV','Y','Y'
'F','3EE37C','Discus 2b','D-0741','NY','Y','Y'
'F','3EE3B7','LS-4a','D-0800','08','Y','Y'
'F','3EE40C','ASW20','D-0885','85','Y','Y'
'F','3EE45C','LS 6','D-0965','LF','Y','Y'
'F','3EE462','Discus b','D-0971','71','Y','Y'
'F','3EE51A','Janus C','D-1155','DF','Y','Y'
'F','3EE53D','Standard Cirrus','D-1190','','Y','Y'
'F','3EE779','Duo Discus WL','D-1762','GH','Y','Y'
'F','3EE794','Ventus 2b','D-1789','S','Y','Y'
'F','3EE819','LS 8-18','D-1922','YI','Y','Y'
'F','3EE867','DG600/18','D-2000','2k','Y','Y'
'F','3EE879','LS8-18','D-2018','ZZ','Y','Y'
'F','3EE8D7','ASW24','D-2112','AA','Y','Y'
'F','3EEA59','ASW 20','D-2498','YF','Y','Y'
'F','3EEAD2','LS 3a','D-2619','','Y','Y'
'F','3EEB17','Glider','D-2xXx','WY','Y','Y'
'F','3EEB53','LS1-f','D-XX48','UP','Y','Y'
'F','3EEBCC','LS 3a','OK-2869','O4','Y','Y'
'F','3EEBF5','ASW28-18','D-2910','29','Y','Y'
'F','3EECE1','ASK-21','D-3146','','Y','Y'
'F','3EED36','ASW 20 WL','D-3231','ER','Y','Y'
'F','3EEDD1','ASW-20','D-3386','XLR','Y','Y'
'F','3EEE25','ASW28','D-3470','','Y','Y'
'F','3EEEA9','Std. Libelle WL','D-3602','25','Y','Y'
'F','3EEEC8','Duo Discus xl','D-3633','LIT','Y','Y'
'F','3EEF53','LS 10','D-9810','O9','Y','Y'
'F','3EEFD5','Discus 2b','D-3902','LO','Y','Y'
'F','3EF073','DG-300','D-4060','TW','Y','Y'
'F','3EF0B2','SF34','D-4123','6T','Y','Y'
'F','3EF29E','Bergfalke ll/55','D-4615','M2100','Y','Y'
'F','3EF3CA','Ventus 2cxa FES','D-KBJT','JT','Y','Y'
'F','3EF44D','ASK-21 B','D-5046','','Y','Y'
'F','3EF474','Discus 2B','D-5085','UZ','Y','Y'
'F','3EF502','Std. Cirrus B','D-5227','TK','Y','Y'
'F','3EF5D0','DG300','D-5433','6C','Y','Y'
'F','3EF627','Ka6CR','D5520','','N','Y'
'F','3EF7DC','Lak17a','D-5957','PY','Y','Y'
'F','3EF7DF','Mini Nimbus','D-5960','GA','Y','Y'
'F','3EF7EE','ASW20','D-5975','ITB','Y','Y'
'F','3EF88B','Discus2c','D-6132','ES','Y','Y'
'F','3EF94E','ASW-27b','D-6327','HH','Y','Y'
'F','3EFA48','ASW20','D-6577','JF','Y','Y'
'F','3EFA61','Ka6 CR','D-6602','M6','Y','Y'
'F','3EFA94','LS3 WL','D-6653','HM','Y','Y'
'F','3EFAAF','LS-4','D-6680','6A','Y','Y'
'F','3EFAB4','LS4','D-6685','','Y','Y'
'F','3EFAD7','Ventus b 16.6','D-6720','MC','Y','Y'
'F','3EFB4B','Glasflügel 304','D-6836','GH','Y','Y'
'F','3EFC24','ASH25','D-7053','GD','Y','Y'
'F','3EFC64','Janus B','D-7117','TJ','Y','Y'
'F','3EFCB8','Discus','D-7201','GT4','Y','Y'
'F','3EFD3C','LS1-f','D-7333','BZ','Y','Y'
'F','3EFDC3','Libelle Std','D-7468','68','Y','Y'
'F','3EFE59','ASW 20','D-7618','X7','Y','Y'
'F','3EFE7F','Discus B','D-7656','ZX','Y','Y'
'F','3EFF58','ASW 22','D-7873','DS','Y','Y'
'F','3EFF9B','LS8-18','D-7940','Nx','Y','Y'
'F','3F0005','ASG29E','D-KJMD','MD','Y','Y'
'F','3F002F','Janus CE','D-8088','HH','Y','Y'
'F','3F013F','ASW 27','D-8360','K','Y','Y'
'F','3F015C','LS8-18','D-8389','GT2','Y','Y'
'F','3F01CD','ASH 25','D-3477','FR','Y','Y'
'F','3F0309','LS 8','D-8818','KS','Y','Y'
'F','3F0472','Arcus','D-9179','O6','Y','Y'
'F','3F0487','LS-7 WL','D-9200','7J','Y','Y'
'F','3F04CF','LS8 - 18m','D-2369','YO','Y','Y'
'F','3F0512','Duo Discus','D-9339','LD','Y','Y'
'F','3F06D3','DG-600/18','D-9788','CM','Y','Y'
'F','3F06E5','Ventus 2ax','D-9806','FS','Y','Y'
'F','3F073F','Nimbus 3','D-9896','XS','Y','Y'
'F','3F0748','Swift S-1','D-9905','NH','Y','Y'
'F','3F075F','ASW28','D-9928','LL','Y','Y'
'F','3F3A5A','L-13','OK-3800','LV','Y','Y'
'F','3F7F27','SF25C','D-KNIT','','Y','Y'
'F','3F9590','Ventus cT','D-KBFX','FX','Y','Y'
'F','3FA0A5','LS4a','D-1844','ILM','Y','Y'
'F','3FEA56','C42 B','Germany','','Y','Y'
'F','3FEA71','Dynamic WT9','D-MDYA','AYA','Y','Y'
'F','3FEB29','Dynamic WT9','D-MDYC','YC','Y','Y'
'F','3FEB40','Gyrocopter','D-MHAV','','Y','Y'
'F','3FEBC7','FK9 M4','D-MOSE','','Y','Y'
'F','3FEBFC','Flight Design CTSW','D-MGWP','','Y','Y'
'F','3FEC13','Remos G3/600','Egweil','EDNJ','Y','Y'
'F','3FEC20','CT sw','D-MZMU','','Y','Y'
'F','3FEC77','Avid Flyer','D-MGHS','','Y','Y'
'F','3FEC8E','CTLS FLight Design','D-MENE','','Y','Y'
'F','3FEDFF','FK9','D-MZRR','','Y','Y'
'F','3FEEA0','REMOS','MWLG','LG','Y','Y'
'F','3FEEAB','EV 97 EUROSTAR SLW-Sport','D-MOZO','ZO','Y','Y'
'F','3FEEFC','CT','D-MPHN','','N','Y'
'F','3FEF00','ULM','D-MWHP','Schneidersgerd','Y','Y'
'F','3FEF1D','GX','D-MGGX','','Y','Y'
'F','3FEFDE','Flight Design CT','D-MBOE','','Y','Y'
'F','3FF03E','Breezer B400/6','D-MXBR','','Y','Y'
'F','3FF075','Silent 2 Electro','D-MVHP','HP','Y','Y'
'F','3FF087','Magni M-24 Orion','D-MWCX','NoComp','Y','Y'
'F','3FF092','WT9 Dynamic','D-MESC','SC','Y','Y'
'F','3FF094','Dynamic WT9','D-MHLG','','Y','Y'
'F','3FF111','Sirius TL3000','D-MHKD','','Y','Y'
'F','3FF131','TAURUS','28AVH','H','Y','Y'
'F','3FF1E8','TL96','D-MUWI','WI','Y','Y'
'F','3FF395','ASW15','D-0636','L5','Y','Y'
'F','3FF396','WT9','D-MVHL','HL','Y','Y'
'F','3FF3B5','Aircraft reciprocation engine','D-MDBR','','Y','Y'
'F','3FF3B9','Dynamic WT9 600 NG RG','D-MMUK','MUK','Y','Y'
'F','3FF3C5','Ultraleicht','D-MBLM','LM','Y','Y'
'F','3FF3F6','Dynamic WT9','D-MWON','','Y','Y'
'F','3FF45A','P92 Echo','D-MFHY','HY','Y','Y'
'F','3FF499','Pelican Sport','D-MXEL','EL','Y','Y'
'F','3FF53B','Taurus 503','D-MZLB','','Y','Y'
'F','3FF54B','Dynamic WT9','D-MHYY','YY','Y','Y'
'F','3FF569','WT9','D-MDQX','QX','Y','Y'
'F','3FF5AD','BEE 15MB','D-MKBH','','Y','Y'
'F','3FF5DC','Dynamic WT9','D_MPDV','DV','Y','Y'
'F','3FF62B','C42','D-MXAR','','Y','Y'
'F','3FF630','TL 96 Star','D-MXKM','','Y','Y'
'F','3FF63B','EFOX','DMTHN','','Y','Y'
'F','3FF70A','C42C Turbo "BISON"','D-MHIR','BISON','Y','Y'
'F','3FF77E','Pipistrel Virus SW 600','D-MPIV','','Y','Y'
'F','3FF801','Bristell','D-MALO','LO','N','Y'
'F','3FF82D','WT 9','D-MDFU','FU','Y','Y'
'F','3FF839','Ikarus C 42 B','D-MENR','','Y','Y'
'F','3FF88B','WT9 Dynamic','D-MWOW','OW','Y','Y'
'F','3FF88D','TL-3000 Sirius','D-MMUS','','Y','Y'
'F','3FF92B','Rans S7','D-MWBV','','Y','Y'
'F','3FF9C9','VL3 evolution','DMYCR','CR','Y','Y'
'F','3FFA0F','Bristell LSA-K-RG','D-MEEC','','Y','Y'
'F','3FFA82','Breezer B850','D-MFKB','','Y','Y'
'F','3FFACC','VL3','D-MMIU','','Y','Y'
'F','3FFB7D','CH60','D-MCMK','','Y','Y'
'F','3FFBB7','Pioneer 300','D-MLFV','FV','Y','Y'
